time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-12-27T00:13:14.960Z,38.8358345,-122.7731705,1.67,1,md,12,125,0.005929,0.02,nc,nc72743955,2016-12-27T00:29:02.153Z,"4km WNW of Cobb, California",earthquake,0.43,0.38,0.13,3,automatic,nc,nc
2016-12-27T00:03:41.993Z,60.1789,-141.1349,1.7,2.3,ml,,,,0.76,ak,ak14796451,2016-12-27T00:14:08.410Z,"73km E of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2016-12-26T23:59:50.223Z,60.1327,-141.1462,10.8,4,ml,,,,0.79,ak,ak14796001,2016-12-27T00:39:16.173Z,"75km E of Cape Yakataga, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2016-12-26T23:59:07.319Z,59.8648,-151.8083,33.5,1.9,ml,,,,0.28,ak,ak14795999,2016-12-27T00:09:24.248Z,"9km N of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2016-12-26T23:54:02.982Z,61.4643,-147.4553,26.5,1.7,ml,,,,1.22,ak,ak14795998,2016-12-26T23:59:01.092Z,"70km WNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2016-12-26T23:30:55.138Z,63.8524,-148.8867,111.8,2.8,ml,,,,0.64,ak,ak14795988,2016-12-27T00:31:52.040Z,"3km E of Healy, Alaska",earthquake,,0.5,,,automatic,ak,ak
2016-12-26T23:28:40.450Z,33.4636667,-116.5835,11.78,1.53,ml,47,64,0.03467,0.17,ci,ci37771368,2016-12-26T23:39:42.530Z,"13km SE of Anza, CA",earthquake,0.21,0.36,0.183,26,automatic,ci,ci
2016-12-26T23:28:36.590Z,33.3096657,-116.3450012,12.09,1.27,ml,12,140,0.07323,0.35,ci,ci37771360,2016-12-26T23:30:40.034Z,"7km NNE of Borrego Springs, CA",earthquake,1.3,2.15,0.281,10,automatic,ci,ci
2016-12-26T23:18:04.498Z,64.9788,-147.3618,2.9,1.5,ml,,,,0.75,ak,ak14795980,2016-12-26T23:30:04.893Z,"21km NNE of Badger, Alaska",earthquake,,0.5,,,automatic,ak,ak
2016-12-26T23:17:45.860Z,38.786499,-122.7481689,2.15,1.43,md,19,61,0.009519,0.04,nc,nc72743945,2016-12-26T23:33:04.026Z,"1km NE of The Geysers, California",earthquake,0.25,0.47,0.09,7,automatic,nc,nc
2016-12-26T23:13:51.579Z,63.3928,-151.3601,6.4,1.5,ml,,,,0.56,ak,ak14795977,2016-12-26T23:25:23.997Z,"120km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2016-12-26T23:06:48.830Z,38.8088341,-122.8116684,1.51,1.35,md,19,115,0.01282,0.03,nc,nc72743940,2016-12-26T23:22:03.991Z,"5km NW of The Geysers, California",earthquake,0.29,0.38,0.18,6,automatic,nc,nc
2016-12-26T22:24:55.570Z,38.2977,-116.144,8,1.8,ml,11,263.93,0.897,,nn,nn00570623,2016-12-26T22:28:37.015Z,"23km ENE of Warm Springs, Nevada",earthquake,,,,,automatic,nn,nn
2016-12-26T22:09:46.540Z,34.2228333,-117.6055,11.37,1.73,ml,16,56,0.04674,0.35,ci,ci37771344,2016-12-26T22:13:35.002Z,"11km WSW of Lytle Creek, CA",earthquake,0.82,1.5,0.311,22,automatic,ci,ci
2016-12-26T22:07:45.100Z,38.840168,-122.8270035,1.82,1.22,md,20,47,0.00681,0.02,nc,nc72743935,2016-12-26T22:23:01.847Z,"9km WNW of Cobb, California",earthquake,0.19,0.46,0.12,6,automatic,nc,nc
2016-12-26T21:56:24.790Z,36.4663315,-121.0006638,5.48,2.29,md,19,144,0.04414,0.09,nc,nc72743930,2016-12-26T22:06:03.209Z,"27km NE of Greenfield, California",earthquake,0.33,0.69,0.11,20,automatic,nc,nc
2016-12-26T21:43:37.400Z,33.4768333,-116.4906667,10.29,1.51,ml,52,75,0.07144,0.21,ci,ci37771320,2016-12-26T21:54:48.800Z,"19km ESE of Anza, CA",earthquake,0.22,0.36,0.122,25,automatic,ci,ci
2016-12-26T21:36:34.100Z,1.8672,126.5449,34.24,4.6,mb,,101,1.363,1.05,us,us10007my6,2016-12-26T22:12:06.040Z,"150km NW of Kota Ternate, Indonesia",earthquake,8.4,6.2,0.093,34,reviewed,us,us
2016-12-26T21:33:14.840Z,33.4758333,-116.4953333,10.15,2.23,ml,79,19,0.07507,0.21,ci,ci37771312,2016-12-26T21:44:33.430Z,"19km ESE of Anza, CA",earthquake,0.19,0.34,0.149,25,automatic,ci,ci
2016-12-26T21:10:21.020Z,34.0093333,-117.8293333,24.62,1.65,ml,10,94,0.221,0.32,ci,ci37771304,2016-12-26T21:14:17.365Z,"3km SW of Diamond Bar, CA",earthquake,1.43,3.38,0.306,23,automatic,ci,ci
2016-12-26T20:39:39.530Z,47.7756667,-121.8613333,7.78,1.61,ml,11,97,0.0684,0.1,uw,uw61225947,2016-12-26T20:53:09.420Z,"10km ENE of Duvall, Washington",earthquake,0.32,0.6,0.118,7,reviewed,uw,uw
2016-12-26T20:31:24.232Z,63.5252,-150.7461,8.4,1.9,ml,,,,0.62,ak,ak14795542,2016-12-26T20:46:41.093Z,"90km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2016-12-26T20:31:14.080Z,32.62,-115.7633333,6.48,1.91,ml,21,78,0.04275,0.21,ci,ci37771296,2016-12-26T20:42:16.070Z,"17km WNW of Progreso, B.C., MX",earthquake,0.5,0.91,0.191,26,automatic,ci,ci
2016-12-26T20:17:10.672Z,61.1587,-150.8851,64.4,2,ml,,,,0.47,ak,ak14795539,2016-12-26T20:33:48.739Z,"53km W of Anchorage, Alaska",earthquake,,0.5,,,automatic,ak,ak
2016-12-26T19:18:36.216Z,63.0928,-150.6471,121.9,1.7,ml,,,,0.25,ak,ak14795529,2016-12-26T19:30:39.499Z,"90km NNW of Talkeetna, Alaska",earthquake,,1,,,automatic,ak,ak
2016-12-26T19:17:25.970Z,32.8401667,-116.276,8.24,1.27,ml,31,64,0.1335,0.26,ci,ci37771264,2016-12-26T19:21:08.039Z,"24km E of Pine Valley, CA",earthquake,0.38,1.4,0.206,25,automatic,ci,ci
2016-12-26T18:55:25.820Z,33.8861667,-117.1645,14.63,1.37,ml,9,143,0.1551,0.25,ci,ci37771248,2016-12-26T18:58:55.187Z,"7km SE of Moreno Valley, CA",earthquake,1.66,2.3,0.264,21,automatic,ci,ci
2016-12-26T18:51:22.589Z,61.7699,-146.8005,31.6,1.8,ml,,,,0.68,ak,ak14795527,2016-12-26T19:00:02.869Z,"75km NNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2016-12-26T18:37:15.680Z,33.9563333,-117.8573333,10.81,1.61,ml,9,124,0.1371,0.15,ci,ci37771240,2016-12-26T18:40:57.719Z,"5km ESE of Rowland Heights, CA",earthquake,0.68,1.1,0.15,22,automatic,ci,ci
2016-12-26T18:33:17.482Z,61.6447,-140.0145,0.1,2.4,ml,,,,0.53,ak,ak14795525,2016-12-26T18:43:31.691Z,"167km NW of Haines Junction, Canada",earthquake,,0.3,,,automatic,ak,ak
2016-12-26T18:08:18.570Z,61.9662,-149.806,29.6,2,ml,,,,0.62,ak,ak14795097,2016-12-26T18:17:04.434Z,"21km S of Y, Alaska",earthquake,,0.2,,,automatic,ak,ak
2016-12-26T17:59:28.550Z,33.6395,-117.2988333,23.66,1.67,ml,11,156,0.0413,0.2,ci,ci37771232,2016-12-26T18:03:10.765Z,"4km SE of Lake Elsinore, CA",earthquake,2.35,1.51,0.325,29,automatic,ci,ci
2016-12-26T17:54:23.200Z,19.3869991,-155.2796631,2.74,2.63,ml,36,44,0.001992,0.15,hv,hv61534601,2016-12-26T18:00:04.870Z,"6km SW of Volcano, Hawaii",earthquake,0.18,0.12,0.29,17,automatic,hv,hv
2016-12-26T17:51:15.088Z,58.8198,-153.8517,0,2.2,ml,,,,0.8,ak,ak14795093,2016-12-26T18:04:15.797Z,"120km SSE of Old Iliamna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2016-12-26T17:40:13.400Z,19.3551,-64.8646,24,2.4,Md,3,316.8,1.11391095,0.15,pr,pr16361001,2016-12-27T03:55:22.879Z,"107km NNW of Road Town, British Virgin Islands",earthquake,1.8,14.9,0,1,reviewed,pr,pr
2016-12-26T16:47:47.270Z,34.0953333,-116.7615,9.63,1.51,ml,63,36,0.07127,0.19,ci,ci37771200,2016-12-26T16:58:41.470Z,"18km WNW of Morongo Valley, CA",earthquake,0.2,0.52,0.148,28,automatic,ci,ci
2016-12-26T16:45:48.810Z,34.008,-118.3585,11.78,1.98,ml,46,47,0.01763,0.23,ci,ci37771192,2016-12-26T17:16:39.671Z,"1km ENE of Baldwin Hills, CA",earthquake,0.29,0.43,0.232,23,automatic,ci,ci
2016-12-26T16:39:37.800Z,3.9602,126.6295,35,4.5,mb,,153,3.251,0.74,us,us10007mwx,2016-12-26T18:15:04.040Z,"205km SE of Sarangani, Philippines",earthquake,6.5,2,0.106,26,reviewed,us,us
2016-12-26T16:21:04.766Z,63.4379,-150.2015,120,2.3,ml,,,,0.32,ak,ak14794657,2016-12-26T16:30:15.878Z,"62km W of Cantwell, Alaska",earthquake,,1,,,automatic,ak,ak
2016-12-26T16:02:30.270Z,-43.105,-74.4769,16.12,4.3,mb,,154,0.595,0.89,us,us10007mwi,2016-12-26T17:28:50.040Z,"70km W of Puerto Quellon, Chile",earthquake,5.4,5.7,0.266,4,reviewed,us,us
2016-12-26T15:50:33.720Z,37.6189995,-122.4681702,4.02,1.68,md,9,124,0.01891,0.16,nc,nc72743865,2016-12-26T16:08:02.972Z,"1km ENE of Pacifica, California",earthquake,0.62,0.79,0.13,5,automatic,nc,nc
2016-12-26T15:50:07.234Z,37.1582,-117.3787,10.2,2.2,ml,30,43.31,0.163,0.159,nn,nn00570586,2016-12-26T16:39:54.330Z,"61km WNW of Beatty, Nevada",earthquake,,0.9,0.23,13,reviewed,nn,nn
2016-12-26T15:18:31.200Z,-30.6122,-70.4642,102.05,4.3,mb,,95,0.297,0.69,us,us10007mvx,2016-12-26T16:41:10.040Z,"47km E of Monte Patria, Chile",earthquake,7.3,5.2,0.376,2,reviewed,us,us
2016-12-26T15:18:31.136Z,57.2932,-154.8348,56.3,2.5,ml,,,,0.37,ak,ak14794652,2016-12-26T15:32:49.446Z,"58km WSW of Larsen Bay, Alaska",earthquake,,2.6,,,automatic,ak,ak
2016-12-26T15:05:07.450Z,19.3880005,-155.246994,2.43,2.32,ml,26,111,0.004768,0.14,hv,hv61534361,2016-12-26T15:10:50.120Z,"4km SSW of Volcano, Hawaii",earthquake,0.26,0.21,0.32,9,automatic,hv,hv
2016-12-26T15:03:22.170Z,38.8206673,-122.7610016,1.59,1.76,md,21,55,0.01201,0.04,nc,nc72743850,2016-12-26T15:28:03.899Z,"3km W of Cobb, California",earthquake,0.21,0.39,0.16,11,automatic,nc,nc
2016-12-26T14:23:55.210Z,19.3885002,-155.2819977,2.7,1.7,md,20,41,0.001976,0.12,hv,hv61534351,2016-12-26T14:27:01.720Z,"6km SW of Volcano, Hawaii",earthquake,0.19,0.22,0.29,16,automatic,hv,hv
2016-12-26T14:19:32.980Z,35.611,-117.4501667,2.87,2.35,ml,27,95,0.02634,0.15,ci,ci37771160,2016-12-26T16:47:03.954Z,"18km SSW of Searles Valley, CA",earthquake,0.27,0.39,0.131,26,reviewed,ci,ci
2016-12-26T14:01:30.851Z,63.4066,-151.5478,0,1.5,ml,,,,0.58,ak,ak14794648,2016-12-26T14:10:58.170Z,"129km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2016-12-26T13:52:45.290Z,19.3885002,-155.2774963,3.09,2.21,ml,28,56,0.004438,0.2,hv,hv61534226,2016-12-26T13:58:28.510Z,"6km SW of Volcano, Hawaii",earthquake,0.22,0.23,0.49,12,automatic,hv,hv
2016-12-26T13:45:56.240Z,19.3883343,-155.2799988,2.79,2.5,ml,35,43,0.002416,0.16,hv,hv61534221,2016-12-26T13:51:39.480Z,"6km SW of Volcano, Hawaii",earthquake,0.17,0.15,0.28,17,automatic,hv,hv
2016-12-26T13:45:27.336Z,39.0457,-118.81,6.3,1.3,ml,11,104.25,0.34,0.0803,nn,nn00570576,2016-12-26T15:04:53.802Z,"31km ENE of Yerington, Nevada",earthquake,,3.7,0.15,9,reviewed,nn,nn
2016-12-26T13:37:48.960Z,33.3885,-116.3836667,5.48,1.99,ml,65,30,0.1232,0.22,ci,ci37771152,2016-12-26T16:47:22.499Z,"15km N of Borrego Springs, CA",earthquake,0.21,0.98,0.126,24,reviewed,ci,ci
2016-12-26T13:27:28.250Z,35.9908333,-120.5503311,2.65,1.1,md,14,88,0.02163,0.05,nc,nc72743820,2016-12-26T13:43:02.680Z,"23km SW of Coalinga, California",earthquake,0.29,0.72,0.02,5,automatic,nc,nc
2016-12-26T12:01:25.445Z,64.5146,-149.3041,14.1,1.7,ml,,,,0.73,ak,ak14794219,2016-12-26T12:14:45.574Z,"11km SW of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2016-12-26T11:13:55.990Z,33.8446667,-117.6346667,10.63,1.07,ml,11,121,0.05366,0.09,ci,ci37771104,2016-12-26T16:48:34.606Z,"7km WSW of Corona, CA",earthquake,0.3,0.57,0.533,17,reviewed,ci,ci
2016-12-26T10:54:49.300Z,18.135,-67.1266,13,2.5,Md,4,262.8,0.18145969,0.49,pr,pr16361000,2016-12-26T11:38:40.889Z,"0km S of Hormigueros, Puerto Rico",earthquake,5.9,6.7,0,4,reviewed,pr,pr
2016-12-26T10:08:24.230Z,32.4351667,-115.8136667,6.91,2.34,ml,24,94,0.2167,0.21,ci,ci37771088,2016-12-26T16:48:40.463Z,"27km SW of Progreso, B.C., MX",earthquake,0.49,1.96,0.128,27,reviewed,ci,ci
2016-12-26T09:50:05.590Z,32.6193333,-115.7626667,7.17,1.21,ml,13,130,0.0428,0.17,ci,ci37771072,2016-12-26T16:49:19.050Z,"17km WNW of Progreso, B.C., MX",earthquake,0.51,0.69,0.185,18,reviewed,ci,ci
2016-12-26T09:41:47.543Z,61.2645,-150.709,27.5,1.7,ml,,,,0.35,ak,ak14793796,2016-12-26T09:49:46.963Z,"43km W of Anchorage, Alaska",earthquake,,1,,,automatic,ak,ak
2016-12-26T09:38:25.720Z,33.0083333,-117.8036667,14.73,1.89,ml,19,197,0.4962,0.28,ci,ci37771064,2016-12-26T16:49:16.426Z,"45km WSW of Carlsbad, CA",earthquake,1.29,2.89,0.125,28,reviewed,ci,ci
2016-12-26T09:37:53.676Z,60.5515,-146.7445,10.5,2.5,ml,,,,0.71,ak,ak14793793,2016-12-26T09:45:03.892Z,"54km W of Cordova, Alaska",earthquake,,0.2,,,automatic,ak,ak
2016-12-26T09:32:56.750Z,32.6215,-115.7631667,7,2.15,ml,28,77,0.04164,0.2,ci,ci37771056,2016-12-26T16:49:38.535Z,"17km WNW of Progreso, B.C., MX",earthquake,0.4,0.79,0.231,26,reviewed,ci,ci
2016-12-26T09:30:14.380Z,32.6156667,-115.7575,9.58,2.48,ml,32,77,0.04262,0.25,ci,ci37771048,2016-12-26T16:49:41.676Z,"17km WNW of Progreso, B.C., MX",earthquake,0.55,0.91,0.162,26,reviewed,ci,ci
2016-12-26T09:27:17.732Z,61.3255,-140.1154,0,2.2,ml,,,,0.82,ak,ak14793790,2016-12-26T09:40:51.066Z,"154km WNW of Haines Junction, Canada",earthquake,,0.5,,,automatic,ak,ak
2016-12-26T09:07:06.455Z,64.1842,-150.054,12.9,2,ml,,,,0.8,ak,ak14793785,2016-12-26T09:24:20.417Z,"63km SW of North Nenana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2016-12-26T08:57:45.760Z,38.5001,-119.4249,5.1,1.7,ml,16,76.15,0.487,0.154,nn,nn00570573,2016-12-26T14:55:29.574Z,"31km NNW of Bridgeport, California",earthquake,,2.4,0.33,11,reviewed,nn,nn
2016-12-26T08:20:42.094Z,39.0481,-118.8116,4.3,1.1,ml,11,104.53,0.339,0.1477,nn,nn00570602,2016-12-26T18:41:31.747Z,"31km ENE of Yerington, Nevada",earthquake,,2.1,0.06,4,reviewed,nn,nn
2016-12-26T07:43:18.710Z,19.3846664,-155.2798309,3.07,2.3,ml,30,44,0.002571,0.22,hv,hv61533856,2016-12-26T07:48:59.660Z,"6km SW of Volcano, Hawaii",earthquake,0.22,0.3,0.22,14,automatic,hv,hv
2016-12-26T06:35:10.860Z,-38.0375,-93.3234,10,4.7,mb,,145,12.55,0.83,us,us10007mu1,2016-12-26T13:41:12.040Z,"West Chile Rise",earthquake,13.3,1.9,0.053,109,reviewed,us,us
2016-12-26T06:14:59.070Z,39.5471,-107.5792,2.2,2.9,ml,,36,0.597,1.01,us,us10007mu0,2016-12-26T19:30:59.678Z,"4km SW of New Castle, Colorado",earthquake,3.4,6.7,0.032,132,reviewed,us,us
2016-12-26T06:06:43.913Z,61.0992,-150.3318,35.7,2.3,ml,,,,0.69,ak,ak14793774,2016-12-26T06:19:50.895Z,"26km WSW of Anchorage, Alaska",earthquake,,0.9,,,automatic,ak,ak
2016-12-26T05:34:29.920Z,36.507,-89.5783333,9.66,1.25,md,16,69,0.04332,0.02,nm,nm60142912,2016-12-26T17:20:32.720Z,"9km SSW of New Madrid, Missouri",earthquake,0.44,0.98,0.018,9,reviewed,nm,nm
2016-12-26T05:32:42.200Z,44.6651667,-112.105,7.44,1.34,ml,11,138,0.219,0.07,mb,mb80194564,2016-12-27T00:42:34.570Z,"38km E of Lima, Montana",earthquake,0.28,2.8,0.02,2,reviewed,mb,mb
2016-12-26T05:31:13.040Z,47.6675,-122.7245,21.78,1.08,ml,6,235,0.1238,0.2,uw,uw61225857,2016-12-26T15:54:50.230Z,"3km NW of Silverdale, Washington",earthquake,1.3,1.51,0.156,5,reviewed,uw,uw
2016-12-26T05:26:42.520Z,19.173666,-155.4583282,32.99,1.83,md,30,232,0.08366,0.15,hv,hv61533646,2016-12-26T05:30:04.620Z,"4km SSE of Pahala, Hawaii",earthquake,0.8,0.98,0.01,4,automatic,hv,hv
2016-12-26T05:12:22.400Z,38.7566681,-122.7285004,1.79,1.05,md,11,176,0.01877,0.05,nc,nc72743745,2016-12-26T05:28:02.546Z,"3km SE of The Geysers, California",earthquake,0.36,0.68,0.15,5,automatic,nc,nc
2016-12-26T04:48:41.250Z,-4.0633,-104.8787,10,4.8,mb,,205,22.374,0.71,us,us10007mts,2016-12-26T05:07:55.040Z,"Central East Pacific Rise",earthquake,6.6,1.9,0.056,100,reviewed,us,us
2016-12-26T04:27:35.276Z,59.2804,-153.2635,78.7,2.8,ml,,,,0.69,ak,ak14793347,2016-12-26T05:03:26.861Z,"98km WSW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2016-12-26T03:31:43.660Z,33.1541667,-116.1255,1.52,1.04,ml,29,50,0.1144,0.25,ci,ci37770992,2016-12-26T16:51:32.182Z,"1km NNE of Ocotillo Wells, CA",earthquake,0.42,1,0.135,26,reviewed,ci,ci
2016-12-26T03:27:17.050Z,22.233,143.2484,187.88,4.5,mb,,202,4.937,0.58,us,us10007mtc,2016-12-26T03:47:07.040Z,"253km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,14.7,9.7,0.091,35,reviewed,us,us
2016-12-26T02:54:19.021Z,39.0448,-118.8127,4.9,1.1,ml,12,104.15,0.338,0.1117,nn,nn00570570,2016-12-26T14:27:02.205Z,"31km ENE of Yerington, Nevada",earthquake,,2,0.2,6,reviewed,nn,nn
2016-12-26T02:21:45.219Z,66.6524,-146.2091,0,2,ml,,,,0.57,ak,ak14792519,2016-12-26T02:39:02.809Z,"42km WNW of Fort Yukon, Alaska",earthquake,,0.3,,,automatic,ak,ak
